,Thermo_republican,gender,age,government,interTrust,elecTrust,religion,relImportance,newReligion
4020,85,-5,59,1,2,2,1,1,-1
4021,85,-1,30,2,4,1,12,5,4
4022,100,-6,67,1,3,4,2,1,-1
4023,70,-1,62,2,3,2,1,1,-1
4024,70,-1,24,1,4,2,10,5,-1
4025,0,-1,20,1,2,5,11,3,-1
4026,0,-1,59,2,4,4,1,1,-1
4027,40,-1,54,2,4,5,12,2,3
4028,0,-1,59,1,2,5,12,5,4
4029,45,-1,39,1,3,1,1,4,-1
4030,100,-1,28,1,2,2,12,5,4
4031,15,-1,47,1,2,4,1,1,-1
4032,-9,-1,61,1,3,1,11,4,-1
4033,0,-1,37,1,3,4,1,4,-1
4034,40,-6,40,1,3,4,1,1,-1
4035,0,-1,70,1,2,3,2,3,-1
4036,90,-1,69,1,2,1,11,1,-1
4037,100,-1,64,2,2,1,2,2,-1
4038,70,-1,48,2,4,5,2,1,-1
4039,80,-1,54,1,3,3,2,3,-1
4040,85,-1,74,1,3,3,2,1,-1
4041,0,-1,28,1,2,3,12,3,3
4042,60,-6,39,1,3,3,11,2,-1
4043,0,-6,57,1,2,5,11,3,-1
4044,100,-1,44,1,5,1,12,5,4
4045,0,-7,80,1,4,3,11,2,-1
4046,100,-1,31,2,4,2,1,3,-1
4047,100,-1,43,2,2,5,12,3,3
4048,0,-1,37,1,2,3,12,5,2
4049,100,-1,80,1,2,5,4,1,-1
4050,40,-1,53,1,2,3,1,2,-1
4051,100,-6,65,1,3,4,11,1,-1
4052,85,-1,37,1,3,4,2,1,-1
4053,15,-1,48,1,2,3,12,5,1
4054,0,-1,56,1,2,5,2,3,-1
4055,85,-6,40,2,2,4,3,3,-1
4056,0,-6,34,1,3,4,2,5,-1
4057,85,-1,32,1,4,1,11,2,-1
4058,0,-1,30,1,2,3,12,5,4
4059,0,-1,34,1,2,5,12,4,3
4060,0,-1,80,1,3,4,2,2,-1
4061,0,-1,46,1,2,3,2,2,-1
4062,40,-1,64,1,4,4,1,2,-1
4063,-9,-1,44,1,2,3,11,3,-1
4064,0,-1,38,1,3,4,5,4,-1
4065,0,-1,76,1,2,3,1,1,-1
4066,30,-1,42,2,2,5,2,4,-1
4067,60,-1,24,1,3,4,1,3,-1
4068,10,-1,28,1,2,4,2,4,-1
4069,0,-1,52,1,3,4,9,5,-1
4070,100,-1,32,1,4,2,11,1,-1
4071,15,-1,62,1,2,4,2,3,-1
4072,0,-1,41,1,4,4,5,2,-1
4073,0,-1,19,1,3,4,10,5,-1
4074,0,-1,74,1,2,4,5,4,-1
4075,70,-1,40,1,3,4,11,1,-1
4076,0,-1,26,1,2,2,4,1,-1
4077,0,-6,52,1,3,4,12,4,3
4078,100,-1,46,1,2,4,1,1,-1
4079,0,-1,41,1,2,5,1,1,-1
4080,100,-1,24,2,3,3,12,4,3
4081,90,-1,46,1,3,2,1,2,-1
4082,70,-1,34,1,3,3,12,4,3
4083,0,-1,76,2,4,5,1,1,-1
4084,100,-1,71,2,1,5,2,2,-1
4085,100,-1,52,1,2,3,1,1,-1
4086,100,-1,78,2,2,4,1,1,-1
4087,15,-1,56,1,2,5,2,2,-1
4088,0,-1,-9,1,2,2,9,5,-1
4089,50,-1,38,1,3,1,1,3,-1
4090,0,-1,63,1,4,3,11,1,-1
4091,100,-1,65,1,2,4,1,1,-1
4092,100,-1,44,1,3,4,11,2,-1
4093,85,-1,62,2,3,3,2,1,-1
4094,15,-1,29,1,2,3,10,5,-1
4095,0,-6,38,1,4,4,2,3,-1
4096,0,-6,34,1,2,3,7,5,-1
4097,0,-1,56,1,3,4,12,5,4
4098,1,-1,55,1,2,4,2,4,-1
4099,85,-6,67,1,2,3,11,1,-1
4100,0,-1,34,1,4,1,2,3,-1
4101,-9,-1,80,1,3,3,1,2,-1
4102,70,-1,30,1,3,2,12,5,4
4103,85,-1,55,1,4,4,1,4,-1
4104,0,-1,30,1,2,4,3,5,-1
4105,0,-1,66,2,2,5,2,2,-1
4106,0,-1,31,1,2,4,11,4,-1
4107,20,-1,41,1,3,4,10,5,-1
4108,0,-1,71,1,2,5,9,5,-1
4109,0,-1,60,1,2,4,9,5,-1
4110,90,-1,58,2,4,5,11,3,-1
4111,10,-1,36,1,3,3,2,4,-1
4112,0,-1,60,1,3,4,12,4,4
4113,100,-6,-9,1,2,3,1,1,-1
4114,-9,-1,-9,2,1,4,-9,-9,-1
4115,-9,-1,77,1,3,4,1,2,-1
4116,10,-7,28,1,4,3,9,5,-1
4117,70,-1,40,1,2,3,11,4,-1
4118,40,-1,61,1,2,2,2,1,-1
4119,50,-1,45,1,3,1,11,2,-1
4120,85,-1,21,1,3,3,2,2,-1
4121,30,-1,27,1,3,4,1,2,-1
4122,0,-1,28,1,2,4,12,4,4
4123,85,-1,37,2,2,3,11,1,-1
4124,100,-1,24,1,4,5,12,5,4
4125,0,-1,72,2,3,5,1,3,-1
4126,15,-1,60,1,2,3,2,4,-1
4127,15,-1,29,1,3,3,1,1,-1
4128,0,-1,70,1,3,4,9,5,-1
4129,15,-1,65,1,2,4,11,2,-1
4130,0,-1,60,1,5,5,1,1,-1
4131,0,-1,64,1,2,4,11,5,-1
4132,100,-1,61,1,3,2,12,2,3
4133,0,-1,62,1,2,5,2,3,-1
4134,0,-1,70,1,2,5,11,3,-1
4135,100,-1,40,2,3,3,1,3,-1
4136,0,-1,36,1,3,3,11,3,-1
4137,40,-6,41,1,3,3,10,5,-1
4138,0,-1,68,1,2,5,1,3,-1
4139,100,-1,56,1,4,4,2,1,-1
4140,0,-1,29,1,2,2,11,2,-1
4141,85,-1,58,2,2,4,1,3,-1
4142,60,-1,-9,1,4,5,1,1,-1
4143,85,-7,80,1,2,2,1,2,-1
4144,0,-1,25,1,3,3,10,5,-1
4145,-9,-1,72,1,2,5,12,2,4
4146,85,-1,47,1,3,4,12,5,4
4147,15,-6,50,1,3,3,2,2,-1
4148,0,-6,53,1,2,3,9,3,-1
4149,100,-1,50,1,2,3,11,2,-1
4150,100,-1,46,2,2,2,11,2,-1
4151,60,-1,60,1,3,5,10,5,-1
4152,85,-1,66,1,2,3,2,2,-1
4153,65,-1,26,1,3,4,11,2,-1
4154,70,-1,71,1,2,3,2,4,-1
4155,0,-1,40,2,4,3,8,1,-1
4156,85,-1,75,1,2,2,2,5,-1
4157,0,-1,49,1,3,3,10,3,-1
4158,85,-1,57,1,4,3,2,2,-1
4159,0,-6,36,1,4,4,1,4,-1
4160,0,-5,29,1,4,2,4,1,-1
4161,0,-1,57,1,2,3,1,2,-1
4162,85,-1,57,2,3,4,1,1,-1
4163,100,-1,36,2,3,2,3,1,-1
4164,85,-1,74,1,2,4,1,1,-1
4165,85,-1,63,1,3,3,1,1,-1
4166,100,-1,42,1,4,3,11,2,-1
4167,0,-1,-9,1,2,3,2,1,-1
4168,10,-1,28,1,4,3,11,3,-1
4169,0,-1,69,1,2,5,2,1,-1
4170,0,-1,56,2,2,5,4,3,-1
4171,0,-1,23,1,2,3,1,1,-1
4172,15,-1,62,1,3,4,11,3,-1
4173,100,-1,58,1,3,4,1,1,-1
4174,0,-6,23,1,2,3,1,4,-1
4175,0,-1,34,1,3,3,9,2,-1
4176,100,-6,62,1,3,3,1,3,-1
4177,40,-6,28,1,3,2,12,5,4
4178,30,-1,54,1,2,3,2,5,-1
4179,70,-1,-9,-9,-9,-9,12,1,3
4180,0,-1,20,1,1,2,12,2,3
4181,70,-6,76,2,4,3,1,1,-1
4182,0,-1,54,1,2,3,12,5,4
4183,0,-1,71,1,2,5,12,5,2
4184,70,-1,20,1,5,2,9,2,-1
4185,0,-1,44,1,2,5,12,1,4
4186,15,-1,-9,1,3,4,1,1,-1
4187,70,-1,30,1,4,3,2,4,-1
4188,100,-1,-9,1,2,5,-9,1,-1
4189,60,-6,43,1,5,1,11,1,-1
4190,60,-1,-9,2,2,4,1,3,-1
4191,60,-1,58,1,2,3,12,5,4
4192,0,-1,75,1,2,5,1,2,-1
4193,50,-1,58,1,4,-9,11,1,-1
4194,85,-1,71,1,3,2,12,5,4
4195,100,-1,64,1,3,3,11,2,-1
4196,50,-1,-9,2,4,1,11,1,-1
4197,0,-1,66,1,2,5,10,5,-1
4198,0,-1,44,1,2,3,11,2,-1
4199,0,-1,-9,1,2,3,1,2,-1
4200,0,-1,75,1,4,5,1,1,-1
4201,80,-6,38,1,4,3,2,3,-1
4202,90,-1,26,1,2,4,2,4,-1
4203,70,-1,69,1,3,3,1,1,-1
4204,15,-1,51,1,3,4,2,1,-1
4205,0,-6,53,2,3,5,10,5,-1
4206,15,-1,29,1,3,3,9,5,-1
4207,100,-1,46,1,3,2,12,3,3
4208,30,-1,30,1,4,2,2,2,-1
4209,40,-1,33,1,2,3,11,2,-1
4210,50,-1,65,1,4,2,11,2,-1
4211,100,-1,72,1,2,3,1,2,-1
4212,0,-1,31,1,3,3,9,5,-1
4213,85,-1,80,1,3,1,1,2,-1
4214,70,-1,39,1,2,4,3,1,-1
4215,30,-1,35,1,4,1,11,5,-1
4216,0,-1,26,1,2,3,4,1,-1
4217,15,-1,37,2,4,4,11,2,-1
4218,85,-1,80,1,3,3,1,1,-1
4219,0,-1,34,1,4,4,2,4,-1
4220,0,-1,66,1,2,3,2,1,-1
4221,70,-1,36,1,4,3,12,4,3
4222,60,-6,34,1,3,2,11,1,-1
4223,0,-1,63,1,3,4,11,2,-1
4224,0,-6,29,1,2,4,12,2,4
4225,100,-1,60,1,2,2,1,1,-1
4226,30,-6,-9,2,3,-9,1,-9,-1
4227,85,-1,73,1,2,5,11,3,-1
4228,90,-6,25,1,4,3,9,5,-1
4229,0,-1,55,2,2,4,9,5,-1
4230,0,-1,27,1,5,3,11,2,-1
4231,20,-1,22,1,2,3,10,5,-1
4232,0,-1,77,1,2,5,2,3,-1
4233,50,-1,26,2,3,5,12,5,4
4234,0,-6,19,1,3,3,9,5,-1
4235,0,-6,-9,1,2,4,-9,-9,-1
4236,70,-7,76,1,4,4,1,1,-1
4237,95,-1,60,1,2,2,1,1,-1
4238,100,-5,64,1,3,5,11,1,-1
4239,50,-1,19,1,5,3,12,5,4
4240,60,-1,42,1,2,4,11,1,-1
4241,60,-1,80,1,2,3,1,3,-1
4242,0,-1,65,1,4,5,12,1,3
4243,85,-6,57,2,3,5,9,4,-1
4244,100,-6,-9,1,2,3,1,1,-1
4245,12,-1,80,1,2,5,2,4,-1
4246,100,-1,39,2,2,4,1,3,-1
4247,95,-1,76,2,2,5,1,4,-1
4248,0,-5,44,1,4,3,1,1,-1
4249,60,-1,29,1,2,3,12,3,4
4250,100,-1,59,1,2,1,1,1,-1
4251,0,-1,37,1,4,4,12,5,4
4252,100,-1,66,1,3,1,1,1,-1
4253,85,-1,71,1,4,2,1,2,-1
4254,0,-1,35,1,2,4,1,2,-1
4255,85,-1,47,1,3,3,1,2,-1
4256,100,-1,40,2,3,3,3,2,-1
4257,85,-1,80,1,3,2,1,4,-1
4258,100,-1,19,1,3,5,1,2,-1
4259,0,-1,19,1,3,3,2,3,-1
4260,60,-1,38,1,2,4,11,2,-1
4261,85,-1,73,1,4,2,1,1,-1
4262,0,-1,41,1,2,3,5,4,-1
4263,85,-5,54,1,4,3,2,1,-1
4264,15,-6,69,1,3,3,1,3,-1
4265,0,-1,22,1,3,2,10,5,-1
4266,15,-1,20,1,2,1,2,3,-1
4267,0,-1,48,1,2,4,12,5,4
4268,0,-1,72,1,2,5,12,4,4
4269,85,-1,80,1,2,1,1,3,-1
4270,15,-1,42,1,2,5,1,1,-1
4271,0,-1,26,1,3,4,10,5,-1
4272,0,-6,41,1,4,4,10,5,-1
4273,0,-1,35,2,3,3,12,5,4
4274,60,-1,53,1,4,3,2,1,-1
4275,0,-1,77,1,3,4,2,2,-1
4276,0,-1,25,1,4,1,10,5,-1
4277,70,-1,66,1,3,3,1,1,-1
4278,0,-1,63,1,4,3,2,2,-1
4279,50,-1,40,1,4,5,1,1,-1
4280,85,-1,69,1,3,4,7,5,-1
4281,50,-1,48,1,3,3,2,3,-1
4282,60,-1,29,1,3,1,2,3,-1
4283,70,-1,37,1,4,4,3,2,-1
4284,0,-1,24,1,3,3,10,5,-1
4285,50,-1,28,2,5,1,12,1,3
4286,0,-1,-9,1,2,5,2,1,-1
4287,0,-1,37,1,3,3,12,5,4
4288,0,-1,68,1,4,3,2,4,-1
4289,50,-1,70,1,4,1,2,3,-1
4290,100,-1,80,1,2,4,1,1,-1
4291,15,-1,66,1,2,5,12,5,3
4292,0,-1,46,1,3,4,12,5,2
4293,0,-1,19,1,5,1,11,3,-1
4294,0,-1,-9,1,2,4,12,5,-9
4295,15,-1,60,1,2,4,11,4,-1
4296,0,-1,57,1,2,2,5,5,-1
4297,0,-1,58,1,3,5,1,1,-1
4298,100,-1,76,1,5,2,1,1,-1
4299,75,-1,80,1,2,2,12,4,4
4300,50,-6,22,2,3,3,12,5,3
4301,3,-1,75,2,2,3,12,2,3
4302,100,-1,58,2,2,5,11,2,-1
4303,0,-1,51,1,3,4,9,5,-1
4304,40,-1,23,1,5,5,10,4,-1
4305,0,-1,47,1,3,4,1,1,-1
4306,70,-1,73,1,2,2,1,2,-1
4307,0,-1,48,1,2,4,11,1,-1
4308,70,-1,66,1,2,5,2,2,-1
4309,15,-1,47,1,2,3,1,2,-1
4310,85,-1,67,1,2,3,1,2,-1
4311,0,-1,62,1,3,3,11,1,-1
4312,0,-1,40,1,2,5,11,3,-1
4313,0,-1,41,1,2,3,1,1,-1
4314,85,-1,74,2,2,4,2,1,-1
4315,0,-1,38,2,2,5,4,1,-1
4316,0,-1,65,1,2,3,11,3,-1
4317,0,-1,46,1,4,2,11,1,-1
4318,75,-1,35,2,4,2,1,1,-1
4319,-9,-1,71,-9,2,3,11,1,-1
4320,0,-1,51,1,4,2,1,2,-1
4321,70,-1,-9,1,3,2,2,5,-1
4322,0,-7,80,1,3,5,7,2,-1
4323,0,-1,-9,1,3,3,2,1,-1
4324,0,-1,52,1,2,4,2,4,-1
4325,0,-1,62,1,4,2,11,2,-1
4326,1,-1,39,1,2,3,1,3,-1
4327,0,-1,74,1,3,5,1,4,-1
4328,25,-5,19,1,3,5,1,4,-1
4329,-9,-1,70,1,3,4,11,3,-1
4330,15,-1,28,1,4,3,12,5,4
4331,60,-1,56,1,4,1,2,3,-1
4332,0,-1,62,1,2,3,1,3,-1
4333,0,-1,27,1,2,3,9,5,-1
4334,100,-1,45,1,3,3,1,1,-1
4335,90,-1,24,2,2,3,1,3,-1
4336,0,-1,65,1,4,4,7,3,-1
4337,100,-1,76,1,2,2,11,2,-1
4338,15,-1,19,1,4,3,11,2,-1
4339,60,-1,39,1,2,5,12,5,3
4340,70,-6,65,1,2,1,1,1,-1
4341,0,-1,36,1,2,5,12,4,3
4342,70,-1,45,1,3,3,11,3,-1
4343,0,-1,69,2,2,3,9,5,-1
4344,60,-1,21,1,4,1,12,5,3
4345,50,-1,46,2,4,2,3,3,-1
4346,60,-1,44,1,2,1,2,2,-1
4347,-9,-1,60,1,2,4,1,2,-1
4348,0,-1,67,1,4,2,2,1,-1
4349,15,-1,77,1,2,5,1,1,-1
4350,100,-1,57,1,4,3,1,1,-1
4351,15,-1,37,1,3,3,8,3,-1
4352,100,-1,71,2,2,4,2,1,-1
4353,0,-1,28,1,3,3,11,3,-1
4354,100,-1,49,2,2,4,1,2,-1
4355,0,-1,57,1,2,5,1,2,-1
4356,85,-1,49,2,2,5,8,3,-1
4357,0,-1,70,1,4,3,2,3,-1
4358,0,-6,32,1,4,3,9,5,-1
4359,70,-1,77,1,4,4,5,3,-1
4360,0,-1,47,1,2,4,2,4,-1
4361,15,-1,80,2,2,4,1,1,-1
4362,100,-1,30,2,2,3,1,3,-1
4363,0,-1,33,1,3,1,11,3,-1
4364,30,-1,61,1,2,3,2,3,-1
4365,70,-1,29,1,2,2,10,5,-1
4366,30,-1,65,1,4,3,12,5,2
4367,0,-1,28,1,2,4,1,5,-1
4368,0,-1,36,1,2,3,2,4,-1
4369,50,-1,71,2,5,5,12,2,3
4370,0,-1,35,1,3,3,11,2,-1
4371,0,-1,50,1,3,5,2,4,-1
4372,0,-1,-9,1,3,5,12,5,2
4373,0,-1,-9,1,2,3,2,2,-1
4374,100,-1,68,1,3,3,11,1,-1
4375,40,-1,-9,1,3,3,2,5,-1
4376,100,-1,55,1,2,2,2,1,-1
4377,15,-6,26,1,2,3,11,1,-1
4378,40,-1,60,1,4,5,11,3,-1
4379,15,-1,39,1,4,2,2,5,-1
4380,30,-1,51,1,3,3,11,3,-1
4381,35,-1,55,1,4,3,11,4,-1
4382,30,-1,58,1,2,4,2,5,-1
4383,60,-1,70,1,5,5,1,2,-1
4384,0,-1,27,1,2,4,10,3,-1
4385,70,-1,52,2,3,3,2,2,-1
4386,100,-5,28,2,4,2,2,1,-1
4387,100,-1,40,1,4,3,3,1,-1
4388,30,-1,38,1,5,3,12,5,4
4389,0,-1,46,2,2,4,9,5,-1
4390,0,-1,33,1,3,4,12,5,3
4391,0,-1,69,1,4,2,11,1,-1
4392,60,-1,44,2,3,4,12,3,3
4393,100,-1,53,1,3,3,11,3,-1
4394,0,-1,71,1,2,4,1,1,-1
4395,0,-1,67,1,2,4,1,2,-1
4396,70,-1,59,1,3,3,11,2,-1
4397,0,-1,67,1,2,5,9,5,-1
4398,0,-1,26,1,3,3,10,5,-1
4399,30,-1,43,1,2,4,1,1,-1
4400,30,-1,51,1,5,1,9,5,-1
4401,0,-1,35,1,3,3,2,3,-1
4402,0,-1,72,1,2,4,2,3,-1
4403,100,-1,66,1,4,1,2,2,-1
4404,0,-1,50,1,2,1,6,1,-1
4405,70,-6,70,1,4,2,11,2,-1
4406,0,-1,41,1,4,1,6,1,-1
4407,95,-6,36,1,2,5,3,2,-1
4408,0,-1,25,2,5,3,11,3,-1
4409,95,-1,46,-9,2,4,1,1,-1
4410,100,-6,35,2,3,4,11,1,-1
4411,0,-6,57,1,3,2,8,3,-1
4412,40,-1,50,2,3,3,2,1,-1
4413,90,-1,41,1,3,1,1,2,-1
4414,0,-1,45,1,4,2,2,2,-1
4415,100,-1,69,2,1,3,12,5,3
4416,60,-6,21,1,4,3,3,1,-1
4417,30,-1,80,1,2,3,12,4,3
4418,15,-1,39,1,2,4,11,2,-1
4419,100,-1,-9,1,3,1,11,5,-1
4420,85,-1,38,1,2,5,2,2,-1
4421,0,-1,38,1,3,4,12,5,4
4422,0,-1,41,1,2,3,1,5,-1
4423,30,-1,26,1,3,4,12,4,4
4424,0,-1,40,1,5,1,11,3,-1
4425,40,-1,-9,1,4,4,1,1,-1
4426,85,-1,51,1,2,4,1,1,-1
4427,0,-1,46,1,2,5,10,5,-1
4428,0,-1,64,1,3,4,12,5,4
4429,30,-1,-9,2,4,4,12,4,4
4430,50,-1,35,1,2,2,12,3,4
4431,100,-6,62,1,2,3,1,1,-1
4432,0,-1,70,1,4,1,1,1,-1
4433,0,-1,50,1,2,3,1,4,-1
4434,100,-1,67,1,3,3,1,2,-1
4435,-9,-6,-9,-9,-9,-9,-9,-9,-1
4436,0,-1,73,1,2,4,1,3,-1
4437,0,-1,33,1,4,2,12,4,2
4438,0,-5,31,1,3,2,12,5,4
4439,0,-1,20,1,2,4,7,4,-1
4440,0,-1,-9,1,2,2,12,2,3
4441,85,-1,55,1,4,4,1,1,-1
4442,15,-6,50,1,2,4,11,2,-1
4443,0,-1,70,1,4,3,12,3,4
4444,100,-1,39,1,2,3,2,1,-1
4445,100,-1,51,1,2,1,2,3,-1
4446,-9,-1,61,2,4,2,12,5,4
4447,35,-1,23,1,2,3,9,5,-1
4448,100,-1,32,1,2,1,11,2,-1
4449,90,-1,69,1,2,4,2,1,-1
4450,15,-1,57,1,5,2,12,5,4
4451,100,-6,44,1,2,4,1,1,-1
4452,0,-1,23,1,4,2,12,4,3
4453,85,-1,51,1,3,2,11,2,-1
4454,60,-1,38,1,3,1,12,5,4
4455,100,-1,73,1,4,3,1,1,-1
4456,0,-1,69,1,2,4,2,3,-1
4457,40,-1,37,1,5,1,11,1,-1
4458,15,-5,46,1,2,5,1,2,-1
4459,100,-1,73,1,2,5,1,1,-1
4460,100,-1,-9,1,2,1,1,4,-1
4461,100,-6,73,1,3,1,12,1,3
4462,0,-1,65,1,3,4,12,5,3
4463,60,-1,34,1,2,3,11,3,-1
4464,0,-1,28,1,2,2,9,5,-1
4465,65,-1,27,1,2,1,12,4,3
4466,100,-7,55,1,2,5,2,1,-1
4467,0,-1,55,1,2,4,1,5,-1
4468,0,-1,65,1,2,4,12,5,3
4469,85,-1,71,2,2,4,1,3,-1
4470,0,-1,54,1,5,1,12,3,3
4471,60,-1,50,1,2,4,2,4,-1
4472,100,-1,74,1,2,5,1,4,-1
4473,70,-1,53,1,3,3,11,1,-1
4474,15,-1,29,1,2,4,2,5,-1
4475,0,-1,72,1,3,5,11,4,-1
4476,85,-1,-9,1,3,4,11,3,-1
4477,0,-1,48,1,3,2,-9,2,-1
4478,15,-1,69,1,3,4,2,4,-1
4479,70,-1,36,2,3,3,12,3,4
4480,85,-1,-9,-9,2,3,1,1,-1
4481,40,-1,26,1,5,5,8,2,-1
4482,0,-1,23,1,3,5,12,3,4
4483,85,-1,60,2,2,1,2,3,-1
4484,40,-1,54,1,3,3,11,1,-1
4485,0,-1,27,1,4,5,1,5,-1
4486,60,-1,45,2,3,3,2,3,-1
4487,0,-1,69,2,2,4,10,5,-1
4488,0,-1,30,1,2,1,12,5,4
4489,0,-1,80,1,3,5,5,3,-1
4490,60,-1,65,1,2,4,12,3,3
4491,50,-1,76,1,5,1,12,1,4
4492,0,-1,39,1,2,4,9,5,-1
4493,85,-1,60,2,3,4,2,3,-1
4494,-9,-1,40,2,2,4,11,2,-1
4495,70,-1,37,2,4,2,12,3,3
4496,0,-1,42,1,3,3,12,5,4
4497,0,-1,63,1,2,4,4,2,-1
4498,100,-1,54,1,2,1,4,1,-1
4499,0,-1,25,2,5,2,11,2,-1
4500,0,-1,29,1,3,1,11,1,-1
4501,0,-1,25,1,4,4,12,4,4
4502,0,-1,73,1,2,5,10,5,-1
4503,60,-1,22,1,5,5,10,5,-1
4504,100,-1,80,1,2,3,1,2,-1
4505,0,-1,36,1,3,3,1,2,-1
4506,0,-1,39,1,2,3,2,4,-1
4507,0,-1,35,1,3,4,9,5,-1
4508,0,-1,25,1,2,4,9,5,-1
4509,0,-1,29,1,2,3,2,4,-1
4510,100,-1,48,2,2,3,1,1,-1
4511,100,-1,64,1,2,4,1,1,-1
4512,70,-1,80,2,4,5,2,3,-1
4513,100,-6,80,1,3,1,2,2,-1
4514,0,-1,65,1,2,5,12,4,4
4515,95,-1,56,1,2,2,11,2,-1
4516,70,-1,39,1,2,3,1,2,-1
4517,70,-6,58,2,2,5,2,2,-1
4518,85,-1,56,1,2,4,1,2,-1
4519,60,-1,65,1,4,4,2,2,-1
4520,0,-1,80,1,4,4,2,1,-1
4521,100,-1,48,1,3,2,11,1,-1
4522,-9,-1,65,1,2,3,12,4,4
4523,75,-1,30,1,2,4,1,3,-1
4524,60,-7,80,2,2,5,2,3,-1
4525,70,-1,39,1,2,4,2,4,-1
4526,0,-1,22,1,3,2,12,3,3
4527,50,-1,69,2,4,3,12,3,4
4528,50,-1,46,2,2,3,12,3,4
4529,0,-5,37,1,3,4,1,1,-1
4530,85,-5,-9,1,2,4,9,5,-1
4531,0,-1,31,1,2,1,12,5,1
4532,100,-1,65,1,3,2,1,1,-1
4533,85,-1,67,2,2,5,2,2,-1
4534,0,-1,80,1,2,5,5,3,-1
4535,75,-5,57,1,2,3,11,1,-1
4536,0,-1,56,1,2,5,5,5,-1
4537,0,-1,31,1,4,2,12,5,4
4538,0,-1,44,1,2,4,9,5,-1
4539,0,-1,33,1,5,3,10,5,-1
4540,15,-6,73,1,4,1,1,1,-1
4541,0,-1,70,1,2,5,5,3,-1
4542,85,-1,39,1,4,4,1,1,-1
4543,30,-1,62,1,3,3,2,2,-1
4544,100,-1,45,1,2,4,2,4,-1
4545,15,-1,18,1,2,5,12,4,3
4546,0,-1,22,1,2,2,10,5,-1
4547,0,-6,29,1,3,5,11,4,-1
4548,90,-1,24,1,5,3,11,5,-1
4549,70,-6,56,1,2,1,12,5,4
4550,60,-1,33,1,3,5,2,2,-1
4551,0,-1,55,1,2,2,10,3,-1
4552,100,-1,34,1,4,3,1,1,-1
4553,0,-1,70,2,2,5,1,3,-1
4554,100,-1,60,1,1,4,2,4,-1
4555,100,-1,35,1,2,1,1,1,-1
4556,0,-1,41,1,3,2,11,5,-1
4557,85,-1,48,1,3,3,12,5,3
4558,100,-1,51,2,4,3,1,2,-1
4559,60,-1,53,1,3,4,12,5,4
4560,70,-1,80,1,2,4,2,3,-1
4561,85,-1,34,1,4,2,12,4,3
4562,0,-1,65,1,3,3,12,5,4
4563,100,-7,65,1,3,5,11,1,-1
4564,0,-1,58,2,3,5,11,1,-1
4565,70,-1,75,1,3,3,1,1,-1
4566,94,-1,42,1,2,2,2,4,-1
4567,60,-1,34,1,2,3,11,1,-1
4568,30,-1,50,1,4,5,3,1,-1
4569,0,-1,40,1,3,3,2,4,-1
4570,50,-1,71,2,4,3,2,3,-1
4571,0,-1,53,1,2,2,9,5,-1
4572,70,-6,62,1,3,3,11,3,-1
4573,0,-1,43,1,2,5,2,1,-1
4574,0,-1,64,1,2,4,1,1,-1
4575,50,-1,47,1,5,3,12,5,4
4576,100,-1,58,1,2,3,1,1,-1
4577,100,-1,52,1,2,1,2,1,-1
4578,85,-1,61,1,2,3,1,2,-1
4579,15,-1,80,1,3,3,1,3,-1
4580,100,-1,63,1,2,4,1,1,-1
4581,15,-6,64,2,3,2,11,5,-1
4582,60,-6,38,1,3,5,3,1,-1
4583,86,-1,57,1,4,2,2,3,-1
4584,100,-1,71,1,2,5,4,1,-1
4585,0,-1,32,1,3,4,12,5,2
4586,85,-1,70,1,4,3,1,1,-1
4587,0,-1,40,1,2,4,2,4,-1
4588,60,-1,66,1,2,5,5,4,-1
4589,60,-1,33,1,2,2,1,1,-1
4590,60,-6,33,1,3,3,7,3,-1
4591,15,-1,65,1,5,1,11,1,-1
4592,100,-1,58,1,5,1,11,1,-1
4593,0,-1,40,1,2,4,12,5,2
4594,100,-1,53,1,3,3,12,5,4
4595,0,-1,70,1,2,3,1,2,-1
4596,60,-1,35,2,4,4,12,5,4
4597,100,-1,74,2,2,3,1,1,-1
4598,90,-1,49,1,3,5,11,2,-1
4599,70,-6,48,2,4,3,12,4,3
4600,0,-1,79,1,3,3,12,3,3
4601,95,-1,33,1,4,4,1,4,-1
4602,40,-1,60,1,3,3,1,2,-1
4603,-9,-1,67,1,3,3,1,3,-1
4604,60,-1,43,2,2,3,1,1,-1
4605,100,-1,-9,1,2,5,2,3,-1
4606,60,-1,75,1,2,5,11,1,-1
4607,-9,-6,80,-9,3,4,1,1,-1
4608,50,-1,60,1,3,4,7,5,-1
4609,0,-1,33,1,3,4,12,5,1
4610,85,-1,59,2,3,2,12,4,4
4611,15,-1,27,1,4,2,11,4,-1
4612,30,-5,67,2,4,4,1,2,-1
4613,85,-6,35,1,3,3,1,1,-1
4614,15,-1,50,1,2,4,1,4,-1
4615,70,-1,74,1,4,4,1,1,-1
4616,95,-1,37,1,2,2,2,1,-1
4617,30,-5,41,1,3,3,11,1,-1
4618,15,-1,76,1,2,3,12,3,3
4619,0,-1,51,2,3,3,2,2,-1
4620,100,-6,35,1,4,1,12,5,4
4621,-9,-1,76,1,2,2,11,3,-1
4622,85,-1,73,1,3,4,2,2,-1
4623,100,-1,36,1,3,3,3,1,-1
4624,85,-1,58,1,2,4,1,1,-1
4625,15,-1,41,1,2,4,12,5,4
4626,0,-1,23,1,3,3,9,5,-1
4627,0,-1,50,1,2,2,5,2,-1
