,Thermo_republican,gender,age,government,interTrust,elecTrust,religion,relImportance,newReligion
624,100,-1,53,2,2,3,12,1,3
625,95,-1,68,1,4,2,2,1,-1
626,25,-1,67,1,2,5,1,3,-1
627,100,-6,26,1,4,1,12,4,3
628,0,-1,50,2,4,2,11,2,-1
629,0,-1,33,2,3,1,12,4,4
630,60,-1,58,2,3,5,4,3,-1
631,0,-1,36,1,2,4,9,5,-1
632,30,-1,46,2,4,3,11,3,-1
633,15,-1,30,1,5,2,11,2,-1
634,15,-1,78,-9,2,5,12,4,4
635,0,-1,70,1,3,3,12,2,4
636,60,-1,53,1,2,3,11,1,-1
637,0,-1,59,1,4,4,1,2,-1
638,100,-1,39,1,3,1,1,4,-1
639,-9,-1,46,2,2,4,1,3,-1
640,70,-1,69,1,2,3,1,3,-1
641,60,-1,80,1,2,4,11,3,-1
642,0,-1,31,2,2,4,9,5,-1
643,95,-1,49,1,3,1,1,4,-1
644,0,-1,41,1,2,4,2,4,-1
645,15,-1,58,1,4,3,11,3,-1
646,0,-1,32,1,2,4,10,5,-1
647,0,-1,22,1,2,3,3,1,-1
648,0,-1,59,1,2,4,2,2,-1
649,0,-1,29,1,4,1,2,3,-1
650,85,-1,69,1,2,3,2,1,-1
651,55,-1,39,1,5,1,12,5,4
652,0,-1,39,1,2,4,9,5,-1
653,100,-1,64,1,3,5,11,2,-1
654,-9,-1,53,1,2,4,1,4,-1
655,-9,-1,65,1,2,3,1,2,-1
656,0,-1,36,1,4,1,2,1,-1
657,0,-1,76,1,4,5,1,4,-1
658,0,-1,59,1,4,5,1,1,-1
659,100,-1,51,1,2,3,2,1,-1
660,70,-1,49,1,3,4,7,5,-1
661,15,-1,29,1,2,4,12,5,1
662,0,-1,29,1,3,3,9,5,-1
663,60,-1,47,1,2,3,12,3,2
664,0,-1,64,1,3,5,5,4,-1
665,0,-1,66,1,4,2,6,1,-1
666,0,-1,35,1,2,3,11,4,-1
667,90,-1,80,2,2,4,1,1,-1
668,85,-1,59,1,2,3,2,2,-1
669,85,-1,74,1,2,3,2,2,-1
670,0,-1,73,1,2,4,1,3,-1
671,0,-6,29,1,3,3,2,3,-1
672,70,-1,80,1,3,2,2,1,-1
673,85,-1,-9,1,2,2,1,1,-1
674,0,-1,-9,1,2,3,11,2,-1
675,50,-1,54,1,2,4,12,5,3
676,75,-1,-9,1,2,3,4,1,-1
677,15,-1,43,2,2,5,12,1,3
678,85,-6,80,1,4,3,11,1,-1
679,15,-1,55,1,2,4,5,3,-1
680,0,-6,51,1,3,3,2,3,-1
681,0,-1,46,1,4,3,12,5,4
682,85,-1,38,2,2,4,1,1,-1
683,0,-1,62,1,2,5,10,5,-1
684,90,-6,60,1,3,5,2,1,-1
685,0,-7,43,1,4,5,11,2,-1
686,60,-1,72,1,4,4,2,1,-1
687,0,-6,80,1,4,2,12,2,3
688,0,-1,23,2,5,2,2,3,-1
689,85,-1,68,1,2,4,1,1,-1
690,70,-1,57,1,2,3,1,1,-1
691,70,-1,-9,1,2,2,1,1,-1
692,85,-1,52,1,3,5,11,4,-1
693,100,-1,69,1,2,3,1,1,-1
694,0,-1,-9,1,2,5,11,1,-1
695,60,-1,39,2,2,3,1,1,-1
696,85,-1,72,1,4,3,7,1,-1
697,60,-1,27,1,4,4,1,1,-1
698,0,-1,38,1,4,3,11,3,-1
699,0,-1,49,2,2,5,1,3,-1
700,60,-1,-9,2,4,3,3,5,-1
701,40,-1,68,1,4,5,11,2,-1
702,15,-1,40,1,3,4,12,5,4
703,60,-1,49,1,4,3,2,3,-1
704,100,-1,26,2,4,4,12,2,3
705,10,-1,34,1,4,3,2,2,-1
706,100,-1,51,1,3,3,1,4,-1
707,100,-1,23,2,3,3,11,3,-1
708,0,-1,80,2,4,4,2,2,-1
709,15,-6,25,1,3,3,2,4,-1
710,-9,-1,80,1,3,5,2,1,-1
711,86,-1,43,1,3,1,11,5,-1
712,90,-1,59,1,4,3,2,3,-1
713,15,-1,49,1,4,3,1,3,-1
714,100,-1,32,2,4,3,2,3,-1
715,0,-1,69,1,3,5,7,4,-1
716,75,-1,80,1,3,3,1,1,-1
717,15,-1,45,1,4,2,12,3,4
718,0,-1,43,1,4,3,11,3,-1
719,70,-1,69,1,3,1,12,3,3
720,100,-1,80,1,2,3,2,2,-1
721,100,-1,55,1,3,2,2,3,-1
722,0,-1,75,1,2,5,11,1,-1
723,45,-1,60,1,4,2,12,3,3
724,0,-1,75,1,3,4,2,3,-1
725,85,-1,69,2,4,2,2,3,-1
726,85,-1,60,1,3,4,1,1,-1
727,0,-1,59,1,3,4,12,5,4
728,0,-1,26,1,4,5,9,5,-1
729,15,-1,64,1,2,4,10,5,-1
730,-9,-1,64,1,2,3,-9,4,-1
731,100,-1,62,1,3,3,2,3,-1
732,0,-1,46,1,4,3,11,2,-1
733,85,-1,72,1,2,2,12,4,4
734,90,-1,53,1,2,2,1,1,-1
735,70,-1,33,1,4,2,9,5,-1
736,15,-1,61,1,4,3,11,3,-1
737,0,-1,24,1,4,2,11,1,-1
738,70,-1,58,1,3,4,12,4,3
739,0,-1,47,1,3,4,9,5,-1
740,30,-1,63,2,2,4,1,2,-1
741,60,-1,64,1,2,2,1,2,-1
742,40,-1,55,1,4,3,1,1,-1
743,0,-1,41,1,4,3,11,2,-1
744,30,-1,68,1,3,4,11,3,-1
745,60,-1,80,1,3,4,1,2,-1
746,0,-1,25,1,3,2,11,1,-1
747,70,-1,66,1,4,2,11,5,-1
748,60,-1,63,1,2,1,2,1,-1
749,0,-1,34,1,5,5,1,2,-1
750,100,-6,55,1,2,1,11,1,-1
751,85,-1,73,2,2,3,2,3,-1
752,70,-1,80,1,2,4,1,1,-1
753,0,-1,45,1,2,5,11,4,-1
754,85,-1,50,1,2,1,2,3,-1
755,70,-1,54,1,4,3,2,2,-1
756,85,-7,70,1,2,5,2,2,-1
757,0,-1,28,1,2,5,10,5,-1
758,60,-1,43,1,3,4,2,3,-1
759,85,-1,76,1,2,2,2,3,-1
760,0,-1,39,1,2,4,7,4,-1
761,85,-1,50,1,2,3,3,2,-1
762,0,-1,74,1,2,4,2,1,-1
763,70,-1,27,1,4,2,12,4,4
764,60,-1,76,1,4,3,11,2,-1
765,100,-1,33,1,3,3,11,1,-1
766,95,-1,56,1,3,4,12,5,1
767,85,-1,71,1,4,3,10,5,-1
768,85,-1,69,2,2,3,1,1,-1
769,90,-1,48,2,2,3,12,3,3
770,0,-1,57,1,3,4,5,5,-1
771,9,-1,63,1,2,5,12,5,4
772,0,-1,80,1,4,1,11,1,-1
773,0,-1,38,1,2,3,10,5,-1
774,-9,-1,80,1,2,5,10,5,-1
775,100,-1,71,1,4,2,2,1,-1
776,80,-1,58,1,4,3,11,1,-1
777,100,-1,66,2,2,4,11,1,-1
778,100,-1,45,1,3,3,1,1,-1
779,0,-1,31,2,4,2,10,5,-1
780,85,-1,49,1,4,1,1,1,-1
781,15,-1,80,2,2,4,1,2,-1
782,85,-6,-9,1,2,3,2,2,-1
783,0,-1,61,1,2,4,1,2,-1
784,85,-1,26,1,2,3,12,3,3
785,0,-1,45,1,2,2,11,5,-1
786,0,-1,32,1,2,4,10,4,-1
787,0,-1,51,1,2,3,12,5,4
788,90,-1,35,1,3,4,1,2,-1
789,60,-1,56,2,2,3,2,3,-1
790,1,-1,46,1,2,4,12,3,3
791,70,-1,35,1,3,5,1,4,-1
792,40,-1,42,1,4,2,12,4,4
793,85,-1,54,2,5,3,12,3,4
794,30,-1,-9,1,2,4,1,3,-1
795,85,-1,23,1,3,2,10,5,-1
796,0,-1,33,1,4,4,11,3,-1
797,0,-1,73,1,4,1,5,3,-1
798,90,-1,54,1,2,4,11,1,-1
799,0,-1,36,1,2,3,10,3,-1
800,50,-6,25,1,4,3,5,3,-1
801,0,-1,80,1,2,5,1,1,-1
802,0,-1,69,2,2,3,1,3,-1
803,89,-1,61,1,2,3,2,4,-1
804,0,-1,55,1,3,3,2,2,-1
805,0,-1,79,1,2,3,1,1,-1
806,60,-1,80,1,4,3,2,3,-1
807,30,-1,-9,1,2,5,2,2,-1
808,100,-1,60,1,5,5,11,4,-1
809,40,-1,43,1,2,3,12,4,4
810,50,-1,41,1,4,4,2,2,-1
811,85,-1,36,2,2,3,2,2,-1
812,0,-1,73,1,2,5,2,4,-1
813,0,-1,75,2,2,5,12,5,4
814,60,-1,62,1,4,4,2,4,-1
815,70,-1,73,1,2,4,1,3,-1
816,75,-1,33,1,3,3,9,5,-1
817,100,-1,80,1,2,2,1,1,-1
818,0,-1,26,1,3,4,6,5,-1
819,100,-1,52,2,2,3,1,2,-1
820,90,-1,41,1,2,5,2,5,-1
821,0,-1,67,1,2,4,2,1,-1
822,60,-1,65,2,2,2,5,1,-1
823,0,-1,69,1,2,3,5,4,-1
824,0,-6,59,2,5,3,2,3,-1
825,0,-7,59,1,2,4,1,3,-1
826,100,-1,80,1,4,3,1,3,-1
827,0,-1,70,1,2,5,12,4,4
828,0,-1,58,1,2,3,1,4,-1
829,99,-1,29,1,3,5,5,1,-1
830,85,-1,-9,1,2,2,11,1,-1
831,0,-1,41,1,3,4,10,3,-1
832,50,-1,35,1,5,3,11,2,-1
833,0,-7,36,1,4,1,1,4,-1
834,50,-1,34,1,4,3,10,5,-1
835,85,-1,53,1,2,3,11,2,-1
836,0,-1,52,1,4,3,12,5,2
837,0,-1,24,1,4,2,10,5,-1
838,-9,-1,41,1,2,5,12,3,3
839,0,-1,76,1,2,3,12,5,4
840,15,-1,74,1,2,5,7,3,-1
841,50,-1,79,2,3,4,11,2,-1
842,40,-1,48,1,3,5,11,1,-1
843,100,-1,62,1,4,1,2,1,-1
844,15,-1,54,1,4,3,11,1,-1
845,15,-1,71,1,5,3,11,1,-1
846,15,-1,40,1,3,3,11,2,-1
847,85,-1,36,1,3,2,11,1,-1
848,0,-1,48,1,2,2,1,2,-1
849,85,-1,34,1,4,2,11,3,-1
850,0,-1,58,1,2,5,1,4,-1
851,1,-1,49,1,3,2,2,3,-1
852,0,-1,67,1,2,5,6,3,-1
853,87,-1,57,1,3,1,11,5,-1
854,60,-1,29,1,5,1,12,1,3
855,0,-1,37,1,2,4,12,5,2
856,100,-6,79,1,3,4,2,1,-1
857,0,-7,33,1,2,1,9,5,-1
858,100,-1,65,1,2,3,1,2,-1
859,100,-1,55,1,4,3,1,1,-1
860,0,-1,68,1,2,4,10,5,-1
861,0,-1,39,1,4,4,12,2,3
862,100,-1,80,1,2,5,2,1,-1
863,1,-1,50,1,4,3,2,3,-1
864,70,-1,57,1,3,5,1,2,-1
865,100,-1,76,2,2,-9,1,1,-1
866,70,-1,71,1,2,4,1,2,-1
867,0,-1,58,1,2,4,12,5,4
868,85,-6,47,1,3,4,11,2,-1
869,100,-1,43,1,4,2,12,3,4
870,100,-1,22,2,3,4,12,2,3
871,70,-1,69,1,3,2,12,3,4
872,100,-1,62,1,3,5,1,2,-1
873,-9,-1,73,1,4,3,2,2,-1
874,99,-1,32,2,3,1,1,1,-1
875,0,-1,30,1,2,5,2,1,-1
876,0,-1,47,1,4,2,12,4,3
877,100,-1,35,1,2,3,1,1,-1
878,85,-1,66,1,4,3,11,2,-1
879,0,-1,42,1,3,4,12,3,3
880,0,-1,25,1,4,1,1,5,-1
881,0,-1,31,1,2,5,12,2,4
882,15,-1,36,2,2,3,11,3,-1
883,0,-1,63,1,4,5,2,2,-1
884,40,-1,54,1,3,3,2,2,-1
885,15,-1,64,1,2,5,1,1,-1
886,0,-1,62,1,3,2,1,3,-1
887,0,-1,59,1,5,1,12,3,4
888,85,-1,74,1,3,2,12,5,4
889,0,-1,48,1,2,4,12,4,3
890,0,-1,66,1,2,5,6,2,-1
891,100,-1,73,1,2,3,2,1,-1
892,70,-1,30,1,4,3,12,5,4
893,85,-1,63,1,4,3,1,2,-1
894,0,-1,69,1,4,2,2,1,-1
895,30,-1,61,1,2,4,11,1,-1
896,100,-1,43,1,4,1,11,2,-1
897,100,-1,68,1,3,5,1,1,-1
898,60,-1,58,1,2,3,12,4,3
899,100,-6,58,1,4,1,2,1,-1
900,100,-1,65,1,2,4,1,1,-1
901,0,-1,78,1,2,5,8,1,-1
902,100,-1,54,2,4,3,1,1,-1
903,0,-1,72,2,2,5,1,2,-1
904,100,-1,69,2,2,3,11,5,-1
905,90,-1,52,1,3,4,3,4,-1
906,0,-1,59,1,4,2,11,2,-1
907,0,-1,30,1,2,3,1,1,-1
908,60,-6,41,1,3,3,11,1,-1
909,100,-1,36,1,2,5,1,1,-1
910,0,-1,80,1,2,5,1,5,-1
911,40,-1,45,1,3,5,12,4,3
912,40,-1,57,1,5,4,11,1,-1
913,0,-1,70,2,2,4,11,1,-1
914,85,-1,53,1,2,3,1,1,-1
915,0,-1,53,1,2,4,9,5,-1
916,0,-1,51,1,2,5,7,2,-1
917,100,-1,80,1,2,3,1,5,-1
918,0,-1,50,1,3,2,12,5,4
919,100,-1,57,2,2,3,2,3,-1
920,5,-1,41,1,4,4,1,4,-1
921,85,-1,37,2,2,3,12,4,3
922,20,-6,76,1,2,2,2,2,-1
923,-9,-1,80,1,2,4,1,1,-1
924,15,-1,63,1,4,4,12,5,2
925,100,-1,80,2,2,4,12,3,4
926,30,-1,40,1,4,3,11,2,-1
927,100,-6,53,1,3,3,3,3,-1
928,0,-1,37,2,4,3,10,5,-1
929,30,-1,63,1,4,4,1,1,-1
930,0,-6,69,1,2,2,2,2,-1
931,15,-1,29,1,2,3,11,4,-1
932,30,-6,55,1,3,3,11,4,-1
933,0,-1,74,1,2,5,1,1,-1
934,0,-1,63,1,2,5,11,1,-1
935,20,-1,65,1,2,5,1,2,-1
936,100,-1,26,1,3,2,11,4,-1
937,85,-1,63,1,2,5,1,2,-1
938,30,-1,39,1,4,2,1,1,-1
939,15,-1,56,1,4,3,2,2,-1
940,60,-1,28,1,2,3,1,2,-1
941,0,-6,50,1,2,3,2,3,-1
942,15,-1,45,1,2,3,2,4,-1
943,50,-1,35,1,2,1,2,1,-1
944,100,-1,73,1,2,4,1,1,-1
945,100,-1,37,-9,-9,-9,-9,-9,-1
946,70,-1,53,1,2,5,2,1,-1
947,0,-1,27,1,2,1,12,5,2
948,100,-1,45,1,3,3,1,1,-1
949,0,-7,45,1,2,3,11,2,-1
950,70,-1,40,1,2,2,11,3,-1
951,0,-1,32,2,3,2,12,3,4
952,100,-1,58,1,2,1,1,2,-1
953,50,-1,70,1,3,1,11,1,-1
954,15,-1,78,2,2,4,2,4,-1
955,100,-5,71,2,2,3,1,1,-1
956,0,-1,58,1,3,1,12,4,3
957,0,-1,62,1,2,3,2,1,-1
958,70,-1,27,2,4,3,10,5,-1
959,0,-1,23,1,4,1,11,2,-1
960,0,-1,41,1,2,1,10,5,-1
961,60,-1,57,1,2,4,11,4,-1
962,100,-1,45,1,2,1,2,2,-1
963,85,-1,57,2,5,3,11,4,-1
964,70,-1,26,1,4,4,12,3,3
965,-9,-1,66,1,4,2,5,5,-1
966,0,-1,63,1,2,4,11,5,-1
967,0,-1,65,1,3,3,2,1,-1
968,0,-1,63,1,2,4,12,5,3
969,0,-1,34,1,2,2,11,3,-1
970,0,-1,60,1,2,4,12,5,4
971,0,-1,50,2,3,3,11,3,-1
972,85,-1,45,1,2,4,1,3,-1
973,0,-1,34,1,3,3,12,2,4
974,0,-1,-9,1,3,1,11,1,-1
975,0,-1,41,1,3,3,2,2,-1
976,100,-1,62,1,3,3,2,3,-1
977,85,-1,46,1,5,4,2,1,-1
978,15,-1,43,1,2,4,12,5,4
979,0,-1,80,1,3,4,3,3,-1
980,0,-7,35,1,4,1,10,4,-1
981,-9,-1,71,1,4,3,1,1,-1
982,30,-1,31,1,3,3,11,1,-1
983,70,-1,30,1,4,4,1,2,-1
984,15,-1,38,1,4,3,8,3,-1
985,0,-1,67,1,2,3,11,1,-1
986,50,-1,60,1,2,5,11,2,-1
987,0,-7,27,1,5,2,10,5,-1
988,100,-1,67,2,2,4,3,1,-1
989,0,-1,34,1,4,2,10,5,-1
990,52,-1,34,1,2,2,12,5,4
991,90,-1,-9,1,2,3,-9,1,-1
992,85,-1,46,1,2,2,2,3,-1
993,10,-1,43,1,3,4,9,5,-1
994,100,-6,74,1,3,3,11,1,-1
995,30,-1,51,1,2,3,4,3,-1
996,85,-1,51,1,4,1,11,2,-1
997,85,-1,66,2,2,4,3,3,-1
998,0,-1,70,2,2,5,1,1,-1
999,60,-1,70,1,2,4,12,5,4
1000,50,-1,-9,1,3,-9,11,1,-1
1001,100,-1,66,1,3,2,11,1,-1
1002,0,-1,32,1,4,4,10,4,-1
1003,0,-1,54,1,4,1,2,4,-1
1004,100,-1,23,1,3,4,12,5,4
1005,0,-1,41,1,4,3,1,3,-1
1006,70,-6,30,2,4,2,3,5,-1
1007,0,-1,43,1,2,2,12,5,4
1008,100,-6,41,1,2,3,1,2,-1
1009,0,-1,78,1,3,5,11,1,-1
1010,85,-1,55,2,2,5,1,1,-1
1011,85,-1,80,1,3,3,1,2,-1
1012,60,-1,58,-9,2,4,1,1,-1
1013,85,-6,50,1,2,4,10,4,-1
1014,0,-1,33,1,2,1,10,5,-1
1015,100,-1,24,2,5,2,2,5,-1
1016,100,-1,80,1,2,3,1,2,-1
1017,85,-1,-9,1,5,3,-9,3,-1
1018,15,-1,48,1,2,5,1,3,-1
1019,8,-1,63,1,2,3,11,5,-1
1020,0,-1,36,1,4,3,12,5,4
1021,40,-5,-9,1,4,3,8,3,-1
1022,85,-1,50,1,2,4,11,4,-1
1023,100,-1,62,1,3,2,11,1,-1
1024,15,-1,80,1,2,5,1,2,-1
1025,85,-1,66,1,3,3,1,2,-1
1026,0,-1,43,1,2,4,9,5,-1
1027,0,-1,-9,1,4,5,12,5,2
1028,0,-1,39,2,3,5,12,5,4
1029,0,-1,71,1,3,4,2,5,-1
1030,100,-1,64,2,1,1,5,3,-1
1031,100,-1,52,1,3,4,3,1,-1
1032,0,-1,36,1,4,2,12,5,4
1033,100,-6,51,1,2,2,1,1,-1
1034,70,-1,56,1,4,2,4,2,-1
1035,0,-1,65,1,2,1,2,3,-1
1036,85,-6,21,2,3,3,12,5,4
1037,0,-1,41,1,4,3,11,2,-1
1038,0,-1,37,1,4,1,11,1,-1
1039,0,-1,72,1,2,4,7,4,-1
1040,60,-1,42,1,2,2,2,4,-1
1041,0,-1,79,1,4,3,5,4,-1
1042,15,-1,32,1,2,4,11,3,-1
1043,85,-1,43,1,3,2,1,1,-1
1044,0,-1,23,1,2,3,10,5,-1
1045,0,-1,36,1,4,2,12,4,4
1046,100,-1,60,1,3,2,11,1,-1
1047,100,-1,29,2,4,2,1,2,-1
1048,0,-1,66,1,3,2,2,2,-1
1049,100,-1,78,1,2,4,2,1,-1
1050,100,-1,70,1,3,4,2,2,-1
1051,15,-6,80,2,3,1,12,5,4
1052,100,-1,33,1,2,4,9,5,-1
1053,0,-1,27,1,3,5,9,5,-1
1054,30,-1,61,1,3,5,2,1,-1
1055,0,-1,35,1,2,4,10,5,-1
1056,100,-1,41,1,4,5,11,1,-1
1057,10,-1,30,1,2,5,2,5,-1
1058,-9,-1,72,1,3,4,2,2,-1
1059,70,-1,33,1,4,4,12,4,3
1060,100,-1,35,2,4,3,11,3,-1
1061,100,-1,33,1,2,3,11,1,-1
1062,70,-1,74,2,3,3,1,2,-1
1063,15,-1,38,2,3,3,11,2,-1
1064,85,-1,80,1,4,3,12,4,4
1065,0,-1,46,1,5,5,11,2,-1
1066,30,-7,30,1,4,4,11,4,-1
1067,100,-6,57,1,2,3,1,1,-1
1068,90,-1,50,1,4,1,2,3,-1
1069,50,-1,24,2,2,3,11,1,-1
1070,0,-1,80,1,2,3,5,3,-1
1071,100,-1,59,1,3,2,2,2,-1
1072,0,-1,74,1,2,4,1,1,-1
1073,40,-1,39,1,3,2,3,1,-1
1074,0,-1,75,1,2,5,12,5,4
1075,0,-1,30,1,2,5,2,2,-1
1076,99,-1,-9,2,2,4,1,2,-1
1077,100,-1,80,1,2,4,10,4,-1
1078,0,-1,31,1,4,3,11,5,-1
1079,40,-1,69,2,3,2,2,3,-1
1080,0,-1,56,1,3,4,11,1,-1
1081,100,-1,75,2,2,4,1,1,-1
1082,0,-1,65,1,3,5,9,4,-1
1083,0,-1,29,1,3,1,11,3,-1
1084,85,-1,72,2,2,4,1,1,-1
1085,100,-6,60,1,3,4,2,1,-1
1086,15,-1,25,1,4,3,10,3,-1
1087,100,-6,78,2,3,3,2,2,-1
1088,60,-1,60,1,2,3,12,4,4
1089,85,-1,53,1,2,4,2,3,-1
1090,15,-1,66,1,3,5,12,4,4
1091,40,-1,35,1,3,3,8,3,-1
1092,50,-1,61,1,2,3,1,2,-1
1093,0,-1,46,1,3,2,11,3,-1
1094,60,-1,70,1,3,3,1,2,-1
1095,85,-1,78,1,2,4,1,3,-1
1096,-9,-1,63,1,2,3,11,3,-1
1097,100,-6,40,1,3,3,1,2,-1
1098,0,-1,51,1,2,5,1,4,-1
1099,100,-1,-9,1,4,3,1,1,-1
1100,5,-1,41,1,2,4,12,3,4
1101,100,-1,80,1,4,5,1,3,-1
1102,30,-1,25,1,4,3,2,4,-1
1103,70,-1,41,1,1,2,11,1,-1
1104,0,-1,29,1,4,4,12,5,4
1105,0,-1,57,1,2,2,11,1,-1
1106,40,-1,51,1,2,5,11,2,-1
1107,70,-1,31,1,3,2,1,1,-1
1108,0,-1,58,1,4,3,11,3,-1
1109,60,-1,53,1,3,3,1,1,-1
1110,100,-1,45,2,4,4,7,2,-1
1111,0,-1,54,1,2,3,5,3,-1
1112,15,-1,55,1,2,5,11,2,-1
1113,100,-1,76,1,2,4,1,2,-1
1114,100,-1,53,1,2,5,1,3,-1
1115,40,-1,56,2,3,4,2,3,-1
1116,0,-1,49,2,2,5,1,4,-1
1117,50,-1,-9,2,3,3,1,3,-1
1118,15,-1,55,1,3,5,1,3,-1
1119,15,-1,72,1,2,5,2,2,-1
1120,85,-1,57,1,2,5,12,3,4
1121,0,-1,30,1,3,3,12,1,3
1122,0,-1,37,1,3,4,12,5,4
1123,30,-1,74,1,2,5,1,1,-1
1124,0,-1,38,1,4,2,9,5,-1
1125,85,-1,68,2,-9,2,1,2,-1
1126,30,-1,75,1,2,4,10,5,-1
1127,0,-1,71,1,2,5,12,4,3
1128,85,-1,68,1,3,3,1,2,-1
1129,0,-1,32,1,2,3,10,5,-1
1130,0,-1,50,1,3,5,9,5,-1
1131,100,-1,65,1,3,4,2,1,-1
1132,0,-1,35,1,3,3,12,4,2
1133,30,-6,26,1,4,2,11,5,-1
1134,0,-1,37,1,3,2,11,5,-1
1135,85,-1,78,1,2,3,1,1,-1
1136,100,-1,42,1,1,1,3,2,-1
1137,100,-1,42,1,2,2,1,3,-1
1138,85,-1,71,1,3,3,1,2,-1
1139,15,-1,58,1,5,1,1,3,-1
1140,0,-1,57,1,4,5,11,2,-1
1141,-9,-1,61,1,2,3,7,3,-1
1142,20,-1,37,1,3,4,2,4,-1
1143,40,-1,49,2,3,4,2,1,-1
1144,-9,-1,80,2,4,3,1,1,-1
1145,100,-1,34,1,4,4,11,1,-1
1146,0,-1,71,1,2,5,2,3,-1
1147,85,-1,42,1,2,3,2,4,-1
1148,85,-1,62,1,3,3,2,1,-1
1149,85,-1,63,1,4,3,1,3,-1
1150,0,-1,27,1,2,3,7,3,-1
1151,60,-1,38,1,2,4,11,4,-1
1152,90,-1,33,1,2,3,12,4,2
1153,100,-1,63,1,4,5,1,4,-1
1154,15,-1,38,1,4,1,10,5,-1
1155,100,-1,72,1,2,3,1,1,-1
1156,0,-1,26,1,4,3,10,5,-1
1157,60,-1,35,1,3,3,12,5,4
1158,100,-1,61,2,4,3,11,1,-1
1159,90,-1,58,1,3,2,11,3,-1
1160,75,-1,39,1,2,3,1,3,-1
1161,0,-1,54,1,4,3,2,4,-1
1162,85,-1,52,1,3,2,11,1,-1
1163,100,-1,69,1,2,5,1,1,-1
1164,0,-1,60,1,2,5,10,5,-1
1165,15,-1,67,1,2,4,2,2,-1
1166,0,-1,47,1,4,1,9,5,-1
1167,100,-1,67,1,2,4,1,2,-1
1168,0,-1,57,1,2,5,2,5,-1
1169,0,-1,31,1,3,3,10,5,-1
1170,-9,-1,73,1,2,4,1,1,-1
1171,95,-1,70,2,2,1,11,1,-1
1172,85,-1,80,1,2,3,1,1,-1
1173,60,-1,61,2,3,4,2,2,-1
1174,40,-1,41,1,2,4,1,1,-1
1175,-9,-1,68,1,2,3,1,1,-1
1176,0,-1,32,1,2,4,11,1,-1
1177,50,-1,65,1,3,3,2,3,-1
1178,1,-1,28,1,4,4,1,3,-1
1179,0,-1,33,1,4,3,1,2,-1
1180,80,-5,30,1,3,2,3,3,-1
1181,100,-1,64,1,3,1,2,3,-1
1182,85,-1,61,1,2,2,11,1,-1
1183,0,-1,49,1,2,3,1,2,-1
1184,0,-1,62,1,3,4,12,5,4
1185,60,-1,39,1,4,1,11,2,-1
1186,60,-1,-9,1,5,2,1,1,-1
1187,100,-1,66,1,3,3,7,2,-1
1188,15,-1,62,2,2,2,12,3,3
1189,70,-6,80,1,2,5,1,1,-1
1190,0,-1,62,1,2,5,3,2,-1
1191,70,-6,47,2,3,4,11,1,-1
1192,0,-1,42,2,4,3,12,3,3
1193,75,-1,34,1,3,1,11,1,-1
1194,85,-1,-9,1,2,1,2,4,-1
1195,100,-1,60,1,4,1,11,1,-1
1196,0,-1,54,1,2,5,11,5,-1
1197,0,-1,35,1,3,2,10,5,-1
1198,100,-1,73,1,3,5,1,1,-1
1199,100,-1,80,1,2,5,1,1,-1
1200,95,-1,64,-9,3,3,11,1,-1
1201,70,-1,32,2,2,3,1,2,-1
1202,85,-1,56,2,3,4,12,3,4
1203,100,-1,68,1,3,3,12,4,4
1204,70,-1,67,1,2,3,1,2,-1
1205,85,-1,67,1,3,5,1,1,-1
1206,0,-1,72,1,2,5,11,3,-1
1207,100,-6,58,1,3,3,1,2,-1
1208,40,-1,57,1,3,4,2,1,-1
1209,0,-1,39,1,4,1,7,4,-1
1210,5,-1,23,1,2,2,2,4,-1
1211,-9,-1,63,1,2,1,1,1,-1
1212,-9,-1,-9,1,2,4,4,1,-1
1213,15,-1,37,1,2,4,10,5,-1
1214,100,-1,69,2,2,3,11,1,-1
1215,100,-1,42,2,3,3,1,1,-1
1216,15,-1,66,1,3,4,2,1,-1
1217,0,-1,69,1,2,4,12,5,4
1218,0,-1,72,1,2,4,2,3,-1
1219,85,-6,38,1,3,5,11,1,-1
1220,0,-1,66,1,2,3,11,5,-1
1221,0,-1,58,1,2,5,1,4,-1
1222,0,-1,27,1,4,4,2,1,-1
1223,0,-1,28,1,2,4,10,5,-1
1224,0,-1,50,1,3,3,10,4,-1
1225,0,-1,25,1,4,3,7,4,-1
1226,0,-1,53,1,2,4,9,5,-1
1227,0,-1,80,1,2,5,2,1,-1
1228,85,-1,-9,1,4,3,1,1,-1
1229,100,-6,70,1,2,3,2,3,-1
1230,85,-1,64,1,4,3,12,2,3
1231,0,-1,59,1,2,5,1,2,-1
1232,85,-1,77,1,4,4,12,5,3
1233,0,-1,49,1,2,5,10,5,-1
1234,90,-1,51,2,3,3,12,5,4
1235,85,-1,69,1,3,2,4,1,-1
1236,40,-1,69,1,3,4,4,1,-1
1237,0,-1,30,1,3,2,1,1,-1
1238,0,-1,31,1,2,5,9,5,-1
1239,0,-1,26,1,3,2,2,4,-1
1240,100,-1,68,2,3,4,2,1,-1
1241,-9,-1,67,1,4,3,12,3,4
1242,0,-1,46,1,2,3,10,5,-1
1243,0,-1,40,1,4,2,2,4,-1
1244,90,-1,23,2,2,3,2,4,-1
1245,30,-1,72,1,2,5,2,1,-1
1246,0,-1,38,1,2,2,1,5,-1
1247,100,-1,76,1,4,1,11,1,-1
1248,60,-1,73,1,2,2,12,1,3
